filename	dwc:catalogNumber	dwc:recordedBy	dwc:recordNumber	dwc:verbatimCoordinates	dwc:verbatimEventDate	dwc:eventDate	dwc:municipality	dwc:county	dwc:stateProvince	dwc:country	aocr:verbatimScientificName	dwc:scientificName	dwc:verbatimLocality	dwc:habitat	dwc:substrate	dwc:verbatimElevation	dwc:identifiedBy	dwc:dateIdentified	dwc:verbatimLatitude	dwc:verbatimLongitude	dwc:decimalLatitude	dwc:decimalLongitude	aocr:verbatimInstitution	dwc:datasetName	dwc:fieldNotes	dwc:sex	dwc:occurrenceRemarks	dwc:associatedTaxa
WIS-L-0012031_lg.jpg		Stephen & Sandra Talbot	88003-26	60°09.7'N, 152°36.7'W	30 Aug 1988	1988-08-30			ALASKA	USA	Cetraria kamczatica Savicz	Cetraria kamczatica Savicz	Chisik Island, Tuxedni Bay, Cook Inlet; 60°09.7'N, 152°36.7'W Map/Quad.: Kenai (A-7) Quad	Cladina rangiferina-Arctostaphylos alpina heath: slope 4°; East exposure; rounded summit		2640 ft	John W. Thomson		60°09.7'N	152°36.7'W	60.162	-152.612		FLORA OF ALASKA				
WIS-L-0012032_lg.jpg		Stephen & Sandra Talbot	88069-19	60°09.2'N, 152°36.4'W	14 Sep 1988	1988-09-14			ALASKA	USA	Cetraria kamczatica Savicz	Cetraria kamczatica Savicz	Chisik Island, Tuxedni Bay, Cook Inlet; 60°09.2'N, 152°36.4'W Map/Quad.: Kenai (A-7) Quad	Arctostaphylos alpina - Vaccinium uliginosum heath; slope 14°; SE exposure; rounded ridge		2200 ft	John W.Thomson		60°09.2'N	152°36.4'W	60.153	-152.607		FLORA OF ALASKA				
WIS-L-0012059_lg.jpg		Stephen S. Talbot & Sandra L. Talbot	405	54° 54.1' N 159° 16.1' W	26 July 1995	1995-07-26			ALASKA	USA	Coelocaulon muricatum (Ach.) Laundon	Coelocaulon muricatum (Ach.) Laundon	Simeonof Is.; Shumagin Islands, Alaska; NE corner of Hill 1436 Quad. Map Simeonof Island (D-1), Alaska	On mosses over boulder in Salix arctica-Carex macrochaeta meadow	On mosses	230 m	John W. Thomson	1997	54° 54.1' N	159° 16.1' W	54.902	-159.268		FLORA of ALASKA				
WIS-L-0011730_lg.jpg		Stephen S. Talbot	T1006-39	60°48'N, 149°58'W	5 July 1981	1981-07-05			ALASKA	USA	Cetraria islandica (L) Ach.	Cetraria islandica (L) Ach.	Mountains south of Big Indian Creek; Kenai NWR	Alpine Dryas octopetala tundra		2200 ft.			60°48'N	149°58'W	60.8	-149.967		FLORA OF ALASKA				
NY01075831_lg.jpg	1075831	Richard C. Harris	36046	30°05'N, 82°55'W	5 December 1994	1994-12-05		Suwannee	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Little River Sink, N of 200th Street, 2 mi W of Co. Rd. 49, 30°05'N, 82°55'W	on Prunus oak scrub around calcareous sinkhole.	on Prunus				30°05'N	82°55'W	30.083	-82.917	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
TENN-L-0000058_lg.jpg	TENN-L-0000058	E. Hall			1871	1871			Oregon	USA	Alectoria Fremontii Tuck.	Alectoria Fremontii Tuck.					Edward Tuckerman						University of Tennessee (TENN)	RELIQUIAE TUCKERMANIANAE				
TENN-L-0000065_lg.jpg	TENN-L-0000065	A. J. Sharp			31 July, 1955	1955-07-31		Emmett	MICHIGAN	USA	Alectoria jubata (L.) Ach.	Alectoria jubata (L.) Ach.	Stutzmanville Bog	On spruce	On spruce		A. J. Sharp						University of Tennessee (TENN)	LICHENS OF MICHIGAN				
WIS-L-0012028_lg.jpg		Stephen & Sandra Talbot	88004-31	60°09.6'N, 152°36.7'W	30 Aug 1988	1988-08-30			ALASKA	USA	Cetraria kamczatica Savicz	Cetraria kamczatica Savicz	Chisik Island, Tuxedni Bay, Cook Inlet; 60°09.6'N, 152°36.7'W Map/Quad.: Kenai (A-7) Quad	Cladina rangiferina-Arctostaphylos alpina heath; slope 2°; NW exposure; rounded summit		2630 ft.	John W. Thomson		60°09.6'N	152°36.7'W	60.16	-152.612		FLORA OF ALASKA				
WIS-L-0012030_lg.jpg		Stephen & Sandra Talbot	88067-42	60°09.5'N, 152°36.0'W	14 Sep 1988	1988-09-14			ALASKA	USA	Cetraria kamczatica Savicz	Cetraria kamczatica Savicz	Chisik Island, Tuxedni Bay, Cook Inlet; 60°09.5'N, 152°36.0'W Map/Quad.: Kenai (A-7) Quad	Vaccinium uliginosum - Empetrum nigrum heath; slope 6°; SE exposure; rounded summit		2400 ft	John W.Thomson		60°09.5'N	152°36.0'W	60.158	-152.6		FLORA OF ALASKA				
WIS-L-0012065_lg.jpg		Stephen S. Talbot	134	54° 53.977' N 159° 16.879' W	17 July 1995	1995-07-17			ALASKA	USA	Cetraria nigricans (Retz.) Nyl.	Cetraria nigricans (Retz.) Nyl.	Simeonof Is.; Shumagin Islands, Alaska; NE slope of Hill 1265 Quad. Map Simeonof Island (D-1), Alaska	On boulder ridge in Salix rotundifolia-Racomitrium lanuginosum tundra	On boulder ridge	260 m	John W. Thomson	1997	54° 53.977' N	159° 16.879' W	54.9	-159.281		FLORA of ALASKA				
NY01075791_lg.jpg	1075791	A. B. Langlois	935		19.VI.1894	1894-06-19		ST. MARTIN PARISH	LOUISIANA	USA	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Bankers	on Diospyros	on Diospyros								NEW YORK BOTANICAL GARDEN	LICHENS OF LOUISIANA				
TENN-L-0000006_lg.jpg	TENN-L-0000006	Walter Kiener	1730	Lat.40° N	Sept.14.1934	1934-09-14			COLORADO	U.S.A.	Acarospora chlorophana (Wahlb.)Mass. (Acarospora flava (Bell.) Trev.)	Acarospora chlorophana (Wahlb.)Mass.	Rocky Mountain National Park Battle Mountain. 11,700 ft.	On exposed siliceous rocks.	On exposed siliceous rocks.	11,700 ft.			Lat.40° N		40		University of Tennessee (TENN)	FLORA LICHENES				
WIS-L-0012037_lg.jpg		Stephen Talbot & Sandra Looman	713	60°09'N, 152°36'W	3 September 1987	1987-09-03			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Chisik Island, Cook Inlet Kenai (A7) Quadrangle	Alpine dwarf shrub tundra		2000 Feet			60°09'N	152°36'W	60.15	-152.6		FLORA OF ALASKA				
TENN-L-0000007_lg.jpg	TENN-L-0000007	Walter Kiener	3469	Lat.40° N	Aug.10,1935.	1935-08-10			COLORADO	U.S.A.	Acarospora fuscata (Schrad.) Arn.	Acarospora fuscata (Schrad.) Arn.	Rocky Mountain National Park Longs Peak valley. 9,100 ft.	On siliceous rocks	On siliceous rocks	9,100 ft.			Lat.40° N.		40		University of Tennessee (TENN)	Lichens of COLORADO				
NY01075816_lg.jpg	1075816	William R. Buck	22504	29°13'N, 83°02'W	30 November 1992	1992-11-30		Levy	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Black Point Swamp, along Co. Rd. 326 1.1 mi W of Co. Rd. 347, 29°13'N, 83°02'W	hardwood-Taxodium swamp forest.					29°13'N	83°02'W	29.217	-83.033	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF FLORIDA				
NY01075766_lg.jpg	1075766	R.T. Wilce			5 November 1976	1976-11-05			Massachusetts	USA	Arthopyrenia halodytes (Nyl.) Arnold	Arthopyrenia halodytes (Nyl.) Arnold	High littoral, White Horse Beach, between Manomet Pt. and Rocky Pt., Plymouth area	shell of Balanus balanoides	shell of Balanus balanoides		M.E.B.B.						NEW YORK BOTANICAL GARDEN	MYCOLOGICAL COLLECTIONS				
NY01075766_lg.jpg	1075766	R.T. Wilce			5 November 1976	1976-11-05			Massachusetts	USA	Arthopyrenia halodytes (Nyl.) Arnold	Arthopyrenia halodytes (Nyl.) Arnold	High littoral, White Horse Beach, between Manomet Pt. and Rocky Pt., Plymouth area	shell of Balanus balanoides	shell of Balanus balanoides		M.E.B.B.						NEW YORK BOTANICAL GARDEN	MYCOLOGICAL COLLECTIONS				
NY01075760_lg.jpg	1075760	Richard C. Harris	52766	"38°42'20""N, 83°08'25'W"	21 May 2006	2006-05-21		Scioto	Ohio	U.S.A.	Polycoccum minutulum Kocourková & F. Berger	Polycoccum minutulum Kocourková & F. Berger	"Shawnee State Forest, along Pond Lick Run N of Forest Road 1, 0.35 mi SW of SR 125, 38°42'20""N, 83°08'25'W, ca. 190 m"	on Trapeliopsis placodioides Coppins & James sandstone boulders along stream and adjacent oak woods.	on Trapeliopsis placodioides Coppins & James	ca. 190 m			"38°42'20""N"	83°08'25'W	38.706	-83.14	NEW YORK BOTANICAL GARDEN	Lichens of Ohio				
NY01075762_lg.jpg	1075762	William R. Buck	32368	47°16'N, 71°10'W	8 August 1997	1997-08-08		Comté de Montmorency no. 1	QUÉBEC	Canada	Polycoccum superficiale	Polycoccum superficiale	Réserve Faunique des Laurentides, Forêt Montmorency, Chute de la rivière Noire, 47°16'N, 71°10'W, 730 m	parasite on Peltigera scabrosa Abies balsamifera-Betula papyrifera forest over granite adjacent to waterfall.	parasite on Peltigera scabrosa	730 m			47°16'N	71°10'W	47.267	-71.167	NEW YORK BOTANICAL GARDEN	Cryptogams of Canada				
NY01075759_lg.jpg	1075759	Richard C. Harris	42164	41°11'N, 74°08'W	19 April 1998	1998-04-19		Rockland	NEW YORK	U.S.A.	Polycoccum minutulum Kocourková & F. Berger	Polycoccum minutulum Kocourková & F. Berger	Harriman State Park, along Woodtown Road West near dam at S end of Lake Sebago along Seven Lakes Drive, 41°11'N, 74°08'W, ca. 240 m	on Trapelia placodioides Coppins & P. James mixed hardwood-hemlock forest with granitic erratics.	on Trapelia placodioides Coppins & P. James	ca. 240 m			41°11'N	74°08'W	41.183	-74.133	NEW YORK BOTANICAL GARDEN	LICHENS of NEW YORK STATE				
NY01075764_lg.jpg	1075764	Richard C. Harris	54358	"44°34'27""N, 71°50'57""W"	16 May 2008	2008-05-16	Victory	Essex	Vermont	U.S.A.	Pyrenidium aggregatum K. Knudsen & Kocourk.	Pyrenidium aggregatum K. Knudsen & Kocourk.	"Town of Victory, Victory State Forest, Umpire Mountain, 44°34'27""N, 71°50'57""W, 550 m"	on Phaeophyscia rubropulchra (Degel.) Essl. northern hardwoods and forested cold air, granitic talus slope	on Phaeophyscia rubropulchra (Degel.) Essl.	550 m			"44°34'27""N"	"71°50'57""W"	44.574	-71.849	NEW YORK BOTANICAL GARDEN	Lichens of Vermont				
